FoodGroup;ProductGroep;Name;Naam;Code
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato average;Chips gem;122
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato flavoured;Chips paprika ea smaken;2924
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato Lays Sensations flavoured;Chips Lays Sensations div smaken;2929
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato light flavoured;Chips light paprika ea smaken;2926
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato light unflavoured;Chips light naturel;1505
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato straws average;Fritessticks gem;620
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato straws flavoured;Fritessticks paprika;2928
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato straws natural;Fritessticks naturel;2927
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps potato unflavoured;Chips naturel;2923
Nuts, seeds and snacks;Noten, zaden en snacks;Crisps tortilla unflavoured;Chips tortilla naturel;1937
Nuts, seeds and snacks;Noten, zaden en snacks;Croissant w ham and cheese;Croissant m ham en kaas;2551
Nuts, seeds and snacks;Noten, zaden en snacks;Croissant with cheese;Croissant met kaas;2830
Nuts, seeds and snacks;Noten, zaden en snacks;Croquette meat Bitterbal prep in oven;Bitterbal bereid in oven;943
Nuts, seeds and snacks;Noten, zaden en snacks;Croquette meat ragout deep-fried;Kroket bereid;326
Nuts, seeds and snacks;Noten, zaden en snacks;Croquette meat ragout frozen unprep;Kroket diepvries onbereid;2548
Nuts, seeds and snacks;Noten, zaden en snacks;Croquette meat ragout prepared in oven;Kroket bereid in oven;944
Nuts, seeds and snacks;Noten, zaden en snacks;Eclair cheese cream filled;Soesje kaas-;1506
Nuts, seeds and snacks;Noten, zaden en snacks;Hazelnuts unsalted;Noten hazel- ongezouten;200
Nuts, seeds and snacks;Noten, zaden en snacks;Japanese rice cracker mix w peanuts;Japanse mix m pinda's;1943
Nuts, seeds and snacks;Noten, zaden en snacks;Japanese rice cracker mix wo peanuts;Japanse mix z pinda's;2147
Nuts, seeds and snacks;Noten, zaden en snacks;Linseeds;Lijnzaad;867
Nuts, seeds and snacks;Noten, zaden en snacks;Mixed nuts and raisins;Studentenhaver;205
Nuts, seeds and snacks;Noten, zaden en snacks;Nuts macadamia;Noten macademia;2844
Nuts, seeds and snacks;Noten, zaden en snacks;Nuts mixed salted;Noten gemengd gezouten;1935
Nuts, seeds and snacks;Noten, zaden en snacks;Nuts mixed unsalted;Noten gemengd ongezouten;207
Nuts, seeds and snacks;Noten, zaden en snacks;Pastry puff cheese filled unprepared;Kaassouffle onbereid;1488
Nuts, seeds and snacks;Noten, zaden en snacks;Peanuts coated;Noten borrel-;546
Nuts, seeds and snacks;Noten, zaden en snacks;Peanuts dry roasted;Noten pinda's dry roasted;2048
Nuts, seeds and snacks;Noten, zaden en snacks;Peanuts salted;Noten pinda's gezouten;876
Nuts, seeds and snacks;Noten, zaden en snacks;Peanuts sugar coated;Noten pinda's suiker-;2345
Nuts, seeds and snacks;Noten, zaden en snacks;Peanuts unsalted;Noten pinda's ongezouten;204
Nuts, seeds and snacks;Noten, zaden en snacks;Pecan nuts unsalted;Noten pecan- ongezouten;1895
Nuts, seeds and snacks;Noten, zaden en snacks;Pine nuts;Pijnboompitten;2176
Nuts, seeds and snacks;Noten, zaden en snacks;Pistachio nuts salted;Noten pistache- gezouten;1896
Nuts, seeds and snacks;Noten, zaden en snacks;Popcorn puffed natural;Popcorn gepoft naturel;630
Nuts, seeds and snacks;Noten, zaden en snacks;Popcorn sweet puffed;Popcorn gepoft zoet;2387
Nuts, seeds and snacks;Noten, zaden en snacks;Poppy seeds;Maanzaad;2805
Nuts, seeds and snacks;Noten, zaden en snacks;Potato crisps oven baked;Chips oven-;2529
Nuts, seeds and snacks;Noten, zaden en snacks;Prawn crackers;Kroepoek bereid;269
Nuts, seeds and snacks;Noten, zaden en snacks;Pretzel sticks;Pepsels;267
Nuts, seeds and snacks;Noten, zaden en snacks;Puff pastry baked;Bladerdeeg, bereid;265
Nuts, seeds and snacks;Noten, zaden en snacks;Pumpkin seeds;Pompoenpitten;2806
Nuts, seeds and snacks;Noten, zaden en snacks;Rice ball spiced frozen prepared;Nasibal diepvries bereid;609
Nuts, seeds and snacks;Noten, zaden en snacks;Rice cakes w spices;Wafel rijst- gekruid;2653
Nuts, seeds and snacks;Noten, zaden en snacks;Salad celeriac;Salade selderij-;852
Nuts, seeds and snacks;Noten, zaden en snacks;Salad chicken curr;Salade kip-kerrie-;1498
Nuts, seeds and snacks;Noten, zaden en snacks;Salad cucumber;Salade komkommer-;1876
Nuts, seeds and snacks;Noten, zaden en snacks;Salad egg;Salade ei- lunch/borrel;1499
Nuts, seeds and snacks;Noten, zaden en snacks;Salad fish;Salade vis- lunch/borrel;1496
Nuts, seeds and snacks;Noten, zaden en snacks;Salad ham and leek;Salade ham-prei-;1497
Nuts, seeds and snacks;Noten, zaden en snacks;Salad meat;Salade vlees- lunch/borrel;1877
Nuts, seeds and snacks;Noten, zaden en snacks;Satay chicken w peanut sauce prepared;Sate kip- m saus bereid;865
Nuts, seeds and snacks;Noten, zaden en snacks;Satay pork w peanut sauce prepared;Sate varkens- m saus bereid;893
Nuts, seeds and snacks;Noten, zaden en snacks;Sausage Dutch Frikandel deep-fried;Frikandel bereid;322
Nuts, seeds and snacks;Noten, zaden en snacks;Sausage Dutch Frikandel frozen unprep;Frikandel diepvries onbereid;2362
Nuts, seeds and snacks;Noten, zaden en snacks;Sesame seeds;Sesamzaad;838
Nuts, seeds and snacks;Noten, zaden en snacks;Snack sausage roll puff pastr;yBroodje saucijzen-;266
Nuts, seeds and snacks;Noten, zaden en snacks;Snack sausage roll w bread dough pastr;yBroodje worsten-;901
Nuts, seeds and snacks;Noten, zaden en snacks;Snack sausage roll with bread dough froz;Broodje worsten- diepvries bereid;843
Nuts, seeds and snacks;Noten, zaden en snacks;Springroll frozen unprepared;Loempia diepvries onbereid;2549
Nuts, seeds and snacks;Noten, zaden en snacks;Sunflower seeds;Zonnebloempitten;872
Nuts, seeds and snacks;Noten, zaden en snacks;Walnuts unsalted;Noten wal- ongezouten;206
Legumes;Peulvruchten;Beans baked in tomato sauce tinned;Bonen witte in tomatensaus blik/glas;197
Legumes;Peulvruchten;Beans blackeyepesie dried;Bonen blackeyepesie gedroogd;685
Legumes;Peulvruchten;Beans brown tinned;Bonen bruine blik/glas;660
Legumes;Peulvruchten;Beans kidney dried;Bonen kidney rode gedroogd;1894
Legumes;Peulvruchten;Beans white/ brown dried;Bonen witte/bruine gedroogd;117
Legumes;Peulvruchten;Beans white/brown boiled;Bonen witte/bruine gekookt;968
Legumes;Peulvruchten;Lentils boiled;Linzen gekookt;970
Legumes;Peulvruchten;Lentils dried;Linzen gedroogd;120
Legumes;Peulvruchten;Peas chick boiled;Erwten kikker- gekookt;1095
Legumes;Peulvruchten;Peas green boiled;Erwten groene gekookt;972
Legumes;Peulvruchten;Peas green dried;Erwten groene gedroogd;118
Legumes;Peulvruchten;Peas green split splitpesie dried;Erwten splitpesie gedroogd;686
Legumes;Peulvruchten;Peas marrowfat legumes boiled;Kapucijners gekookt;969
Legumes;Peulvruchten;Peas marrowfat legumes dried;Kapucijners gedroogd;119
Legumes;Peulvruchten;Peas marrowfat legumes tinned;Kapucijners blik/glas;196
Legumes;Peulvruchten;Splitpeas yellow boiled;Erwten split- gele gekookt;2314
Clinical formulas;Preparaten;Breast milk enhancer Frisopre powder;Friso BMF p 2 sachets Friso Kindervoeding;1928
Clinical formulas;Preparaten;Breast milk fortifier Nenatal BMF liquid;Nenatal BMF p 100 ml Nutricia;2167
Clinical formulas;Preparaten;Breast milk fortifier Nenatal BMF powder;Nenatal BMF poeder Nutricia;2166
Clinical formulas;Preparaten;Dfr Modifast Intensive Milkshake;Modifast Intensive Milkshake;2013
Clinical formulas;Preparaten;Dfr Modifast Intensive Muesli;Modifast Intensive Muesli;1792
Clinical formulas;Preparaten;Dfr Modifast Intensive Pudding;Modifast Intensive Pudding;2012
Clinical formulas;Preparaten;Drink Calogen p 100 ml Nutricia;Calogen p 100 ml Nutricia;2999
Clinical formulas;Preparaten;Drink Ensure p 100 ml;Ensure p 100 ml Abbott;1037
Clinical formulas;Preparaten;Drink Nutrical p 100 ml Nutricia;Nutrical p 100 ml Nutricia;2998
Clinical formulas;Preparaten;Drink Pediasure Fibre p 100 ml Abbott;Pediasure Fibre p 100 ml Abbott;1942
Clinical formulas;Preparaten;Drink Resource 2.0 Fibre p 100 ml;Resource 2.0 Fibre p 100 ml Novartis;2195
Clinical formulas;Preparaten;Drink Resource En Shake Fib p 100 ml;Resource Energy Shake Fibre p 100 ml Novartis;2196
Clinical formulas;Preparaten;Drink Resource Energy Fruit;Resource Energy Fruit Novartis;2198
Clinical formulas;Preparaten;Drink Resource Energy p 100 ml;Resource Energy p 100 ml Novartis;2194
Clinical formulas;Preparaten;Drink Resource Energy Shake p 100 ml;Resource Energy Shake p 100 ml Novartis;2017
Clinical formulas;Preparaten;Drink Resource Fruit p 100 ml;Resource Fruit p 100 ml Novartis;2199
Clinical formulas;Preparaten;Drink Resource Junior p 100 ml;Resource Junior p 100 ml Novartis;2200
Clinical formulas;Preparaten;Drink Resource Protein p 100 ml;Resource Protein p 100 ml Novartis;2202
Clinical formulas;Preparaten;Drink Resource Support p 100 ml;Resource Support p 100 ml Novartis;2201
Clinical formulas;Preparaten;Drink Resource Thickened Drink;Resource Thickened Drink Novartis;2028
Clinical formulas;Preparaten;Drink Suplena p 100 ml Abbott;Suplena p 100 ml Abbott;1730
Clinical formulas;Preparaten;E+ meal Resource Instant Menu powder;Resource Instant Menu poeder Novartis;2204
Clinical formulas;Preparaten;Ef Alitraq p 100 ml Abbott;Alitraq p 100 ml Abbott;2958
Clinical formulas;Preparaten;Ef Jevity HiCal p 100 ml Abbott;Jevity HiCal p 100 ml Abbott;2967
Clinical formulas;Preparaten;Ef Jevity p 100 ml Abbott;Jevity p 100 ml Abbott;2970
Clinical formulas;Preparaten;Ef Jevity Plus HP p 100 ml Abbott;Jevity Plus HP p 100 ml Abbott;2969
Clinical formulas;Preparaten;Ef Jevity Plus p 100 ml Abbott;Jevity Plus p 100 ml Abbott;2968
Clinical formulas;Preparaten;Ef Nepro p 100 ml Abbott;Nepro p 100 ml Abbott;2972
Clinical formulas;Preparaten;Ef Nutrini Low Energy Multi Fibre p100ml;Nutrini Low Energy Multi Fibre p 100 ml Nutricia;2992
Clinical formulas;Preparaten;Ef Nutrini Peptisorb p 100 ml Nutricia;Nutrini Peptisorb p 100 ml Nutricia;2993
Clinical formulas;Preparaten;Ef Osmolite HiCal p 100 ml Abbott;Osmolite HiCal p 100 ml Abbott;2973
Clinical formulas;Preparaten;Ef Oxepa p 100 ml Abbott;Oxepa p 100 ml Abbott;2974
Clinical formulas;Preparaten;Ef Pediasure p 100 ml Abbot;Pediasure p 100 ml Abbott;1729
Clinical formulas;Preparaten;Ef Pediasure Plus Fibre p 100 ml Abbott;Pediasure Plus Fibre p 100 ml Abbott;2975
Clinical formulas;Preparaten;Ef Pediasure Plus p 100 ml Abbott;Pediasure Plus p 100 ml Abbott;2976
Clinical formulas;Preparaten;Ef Perative p 100 ml Abbott;Perative p 100 ml Abbott;1950
Clinical formulas;Preparaten;Ef Promote p 100 ml Abbott;Promote p 100 ml Abbott;2978
Clinical formulas;Preparaten;Friso glucose 5% p 100 ml;Friso glucose 5% p 100 ml Friso Kindervoeding;1921
Clinical formulas;Preparaten;Friso ORS Friso Kindervoeding p 100 ml;Friso ORS p 100 ml Friso Kindervoeding;1922
Clinical formulas;Preparaten;Fructose powder;Fructosepoeder;1599
Clinical formulas;Preparaten;Imf Neocate Active powder Nutricia;Neocate Active poeder Nutricia;2991
Clinical formulas;Preparaten;Imf Neocate LCP powder;Neocate LCP poeder Nutricia;1980
Clinical formulas;Preparaten;Imf Neocate Nutra powder Nutricia;Neocate Nutra poeder Nutricia;2990
Clinical formulas;Preparaten;Imf Neocate per 100 ml;Neocate p 100 ml Nutricia;1979
Clinical formulas;Preparaten;Imf Nutrilon 1 per 100 ml;Nutrilon 1 p 100 ml Nutricia;1261
Clinical formulas;Preparaten;Imf Nutrilon 1 powder;Nutrilon 1 poeder Nutricia;1282
Clinical formulas;Preparaten;Imf Nutrilon Forte 1 per 100 ml;Nutrilon Forte 1 p 100 ml Nutricia;1713
Clinical formulas;Preparaten;Imf Nutrilon Forte 1 powder;Nutrilon Forte 1 poeder Nutricia;1714
Clinical formulas;Preparaten;Imf Nutrilon Goede Nacht p 100 ml;Nutrilon Goede Nacht p 100 ml Nutricia;2985
Clinical formulas;Preparaten;Imf Nutrilon Omneo 1 per 100 ml;Nutrilon Omneo 1 p 100 ml Nutricia;1975
Clinical formulas;Preparaten;Imf Nutrilon Omneo 1 poeder;Nutrilon Omneo 1 poeder Nutricia;1976
Clinical formulas;Preparaten;Imf Nutrilon Peuter Groeimelk 1+ p 100ml;Nutrilon Peuter Groeimelk 1+ p 100 ml Nutricia;2983
Clinical formulas;Preparaten;Imf Nutrilon Peuter groeimelk 2+ p 100ml;Nutrilon Peuter Groeimelk 2+ p 100 ml Nutricia;2984
Clinical formulas;Preparaten;Imf Nutrilon Soya 1 powder;Nutrilon Soya 1 poeder Nutricia;1304
Clinical formulas;Preparaten;Imf Soya 1 per 100 ml;Nutrilon Soya 1 p 100 ml Nutricia;1715
Clinical formulas;Preparaten;Meal enhancer Ensure powder Abbott;Ensure poeder Abbott;1947
Clinical formulas;Preparaten;Mod En+ conc Resource dextrine maltose;Resource dextrine maltose poeder Novartis;2206
Clinical formulas;Preparaten;Modular preparation Fantomalt;Fantomalt poeder Nutricia;1062
Clinical formulas;Preparaten;Modular protein powder Protifar Plus;Protifar Plus poeder Nutricia;76
Clinical formulas;Preparaten;Mpc Alburone powder Roussel;Alburone poeder Nestle;1054
Clinical formulas;Preparaten;Mpc Resource Instant Protein powder;Resource Instant Protein poeder Novartis;1055
Clinical formulas;Preparaten;Mwf Nino Standaard 2 p 100 ml;Nino Standaard 2 p 100 ml Robin Food;2919
Clinical formulas;Preparaten;Mwf Nino Standaard 3 p 100 ml Robin Food;Nino Standaard 3 p 100 ml Robin Food;2918
Clinical formulas;Preparaten;Mwm formula Pepti-Junior per 100 ml;Pepti-Junior p 100 ml Nutricia;1249
Clinical formulas;Preparaten;Mwmf Enfamil AR 1 Lipil p 100 ml;Enfamil AR 1 Lipil p 100 ml Mead Johnson;2096
Clinical formulas;Preparaten;Mwmf Enfamil AR 1 Lipil powder;Enfamil AR 1 Lipil poeder Mead Johnson;2095
Clinical formulas;Preparaten;Mwmf Enfamil AR 2 Lipil p 100 ml;Enfamil AR 2 Lipil p 100 ml Mead Johnson;2098
Clinical formulas;Preparaten;Mwmf Enfamil AR 2 Lipil powder;Enfamil AR 2 Lipil poeder Mead Johnson;2097
Clinical formulas;Preparaten;Mwmf Enfamil HA digest w Lipil p100ml;Enfamil HA Digest m Lipil p 100 ml Mead Johnson;3011
Clinical formulas;Preparaten;Mwmf Enfamil HA Digest w Lipil powder;Enfamil HA Digest m Lipil poeder Mead Johnson;3012
Clinical formulas;Preparaten;Mwmf Enfamil Premium 1 Lipil;Enfamil Premium 1 Lipil poeder Mead Johnson;3013
Clinical formulas;Preparaten;Mwmf Enfamil Premium 2 Lipil powder;Enfamil Premium 2 Lipil poeder Mead Johnson;3014
Clinical formulas;Preparaten;Mwmf Friso 1 allergy care p 100 ml;Friso 1 allergy care p 100 ml Friso Kindervoeding;2203
Clinical formulas;Preparaten;Mwmf Friso 1 comfort p 100 ml;Friso 1 comfort p 100 ml Friso Kindervoeding;2211
Clinical formulas;Preparaten;Mwmf Friso 1 extra p 100 ml;Friso 1 extra p 100 ml Friso Kindervoeding;2213
Clinical formulas;Preparaten;Mwmf Friso 1 hypo-allergeen p 100 ml;Friso 1 hypo-allergeen p 100 ml Friso Kindervoeding;2215
Clinical formulas;Preparaten;Mwmf Friso 1 normaal p 100 ml;Friso 1 normaal p 100 ml Friso Kindervoeding;2208
Clinical formulas;Preparaten;Mwmf Friso 2 comfort p 100 ml;Friso 2 comfort p 100 ml Friso Kindervoeding;2212
Clinical formulas;Preparaten;Mwmf Friso 2 extra p 100 ml;Friso 2 extra p 100 ml Friso Kindervoeding;2214
Clinical formulas;Preparaten;Mwmf Friso 2 hypo-allergeen p 100 ml;Friso 2 hypo-allergeen p 100 ml Friso Kindervoeding;2216
Clinical formulas;Preparaten;Mwmf Friso 2 normaal p 100 ml;Friso 2 normaal p 100 ml Friso Kindervoeding;2209
Clinical formulas;Preparaten;Mwmf Friso 3 normaal p 100 ml;Friso 3 normaal p 100 ml Friso Kindervoeding;2210
Clinical formulas;Preparaten;Mwmf Friso hypo-allergen 1 powder;Friso 1 hypo-allergeen poeder Friso Kindervoeding;1929
Clinical formulas;Preparaten;Mwmf Infatrini p 100 ml;Infatrini p 100 ml Nutricia;2129
Clinical formulas;Preparaten;Mwmf NAN 1 per 100 ml;NAN 1 p 100 ml Nestle;2175
Clinical formulas;Preparaten;Mwmf NAN 1 powder;NAN 1 poeder Nestle;2174
Clinical formulas;Preparaten;Mwmf NAN 2 Probiotica p 100 ml;NAN 2 Probiotica p 100 ml Nestle;2180
Clinical formulas;Preparaten;Mwmf NAN 2 Probiotica powder;NAN 2 Probiotica poeder Nestle;2179
Clinical formulas;Preparaten;Mwmf NAN Hypo Allergeen 1 p 100 ml;NAN Hypo Allergeen 1 p 100 ml Nestle;2184
Clinical formulas;Preparaten;Mwmf NAN Hypo Allergeen 1 powder;NAN Hypo Allergeen 1 poeder Nestle;2183
Clinical formulas;Preparaten;Mwmf NAN Hypo Allergeen 2 p 100 ml;NAN Hypo Allergeen 2 p 100 ml Nestle;2186
Clinical formulas;Preparaten;Mwmf NAN Hypo Allergeen 2 powder;NAN Hypo Allergeen 2 poeder Nestle;2185
Clinical formulas;Preparaten;Mwmf NAN Sensitive p 100 ml;NAN Sensitive p 100 ml Nestle;2182
Clinical formulas;Preparaten;Mwmf NAN Sensitive powder;NAN Sensitive poeder Nestle;2181
Clinical formulas;Preparaten;Mwmf Nutramigen 1 Lipil LGG p 100 ml;Nutramigen 1 Lipil LGG p 100 ml Mead Johnson;2092
Clinical formulas;Preparaten;Mwmf Nutramigen 1 Lipil LGG powder;Nutramigen 1 Lipil LGG poeder Mead Johnson;2091
Clinical formulas;Preparaten;Mwmf Nutramigen 2 Lipil LGG p 100 ml;Nutramigen 2 Lipil LGG p 100 ml Mead Johnson;2094
Clinical formulas;Preparaten;Mwmf Nutramigen 2 Lipil LGG powder;Nutramigen 2 Lipil LGG poeder Mead Johnson;2093
Clinical formulas;Preparaten;Mwmf Nutramigen AA w Lipil p 100ml;Nutramigen AA m Lipil p 100 ml Mead Johnson;3010
Clinical formulas;Preparaten;Mwmf Nutramigen AA w Lipil powder;Nutramigen AA m Lipil poeder Mead Johnson;3015
Clinical formulas;Preparaten;Mwmf Nutrilon 3 per 100 ml;Nutrilon 3 p 100 ml Nutricia;1973
Clinical formulas;Preparaten;Mwmf Nutrilon AR 1 per 100 ml;Nutrilon AR 1 p 100 ml Nutricia;1604
Clinical formulas;Preparaten;Mwmf Nutrilon AR 1 powder;Nutrilon AR 1 poeder Nutricia;1636
Clinical formulas;Preparaten;Mwmf Nutrilon AR 2 per 100 ml;Nutrilon AR 2 p 100 ml Nutricia;2171
Clinical formulas;Preparaten;Mwmf Nutrilon AR 2 powder;Nutrilon AR 2 poeder Nutricia;2160
Clinical formulas;Preparaten;Mwmf Nutrilon Forte 2 p 100 ml;Nutrilon Forte 2 p 100 ml Nutricia;2170
Clinical formulas;Preparaten;Mwmf Nutrilon Forte 2 powder;Nutrilon Forte 2 poeder Nutricia;2161
Clinical formulas;Preparaten;Mwmf Nutrilon Hypo-allergeen 1 p 100ml;Nutrilon Hypo-allergeen 1 p 100 ml Nutricia;2168
Clinical formulas;Preparaten;Mwmf Nutrilon Hypo-allergeen 1 powder;Nutrilon Hypo-allergeen 1 poeder Nutricia;2155
Clinical formulas;Preparaten;Mwmf Nutrilon Hypo-allergeen 2 p 100 ml;Nutrilon Hypo-allergeen 2 p 100 ml Nutricia;2169
Clinical formulas;Preparaten;Mwmf Nutrilon Hypo-allergeen 2 powder;Nutrilon Hypo-allergeen 2 poeder Nutricia;2156
Clinical formulas;Preparaten;Mwmf Nutrilon Pepti 1 per 100 ml;Nutrilon Pepti 1 p 100 ml Nutricia;1637
Clinical formulas;Preparaten;Mwmf Nutrilon Pepti 1 powder;Nutrilon Pepti 1 poeder Nutricia;1638
Clinical formulas;Preparaten;Mwmf Nutrilon Pepti 2 per 100 ml;Nutrilon Pepti 2 per 100 ml Nutricia;1649
Clinical formulas;Preparaten;Mwmf Nutrilon Pepti 2 poeder;Nutrilon Pepti 2 poeder Nutricia;1681
Clinical formulas;Preparaten;Mwmf Nutrilon Soya 2 per 100 ml;Nutrilon Soya 2 p 100 ml Nutricia;1331
Clinical formulas;Preparaten;Mwmf Nutrilon Soya 2 powder;Nutrilon Soya 2 poeder Nutricia;1330
Clinical formulas;Preparaten;Mwmf Pepti-Junior powder;Pepti-Junior poeder Nutricia;1293
Clinical formulas;Preparaten;Mwmf Pregestimil Lipil powder;Pregestimil Lipil poeder Mead Johnson;1783
Clinical formulas;Preparaten;Mwmf Pregomin per 100 ml;Pregomin p 100 ml Milupa;1640
Clinical formulas;Preparaten;Mwmf Pregomin powder;Pregomin poeder Milupa;1648
Clinical formulas;Preparaten;Of Nutrison Adv Peptisorb p 100 ml;Nutrison Adv Peptisorb p 100 ml Nutricia;1387
Clinical formulas;Preparaten;Of Nutrison Adv Peptisorb powder p100 ml;Nutrison Adv Peptisorb Powder p100 ml Nutricia;2104
Clinical formulas;Preparaten;Of Vivonex TEN powder Novartis;Vivonex TEN poeder Novartis;2207
Clinical formulas;Preparaten;Pd Diasip p 100 ml Nutricia;Diasip p 100 ml Nutricia;3000
Clinical formulas;Preparaten;Pd Enlive Plus p 100 ml Abbott;Enlive Plus p 100 ml Abbott;2959
Clinical formulas;Preparaten;Pd Ensure Plus Fibre p 100 ml Abbott;Ensure Plus Fibre p 100 ml Abbott;2961
Clinical formulas;Preparaten;Pd Ensure Plus Fresh p 100 ml Abbott;Ensure Plus Fresh p 100 ml Abbott;2962
Clinical formulas;Preparaten;Pd Ensure Plus HP p 100 ml Abbott;Ensure Plus HP p 100 ml Abbott;2963
Clinical formulas;Preparaten;Pd Ensure Plus p 100 ml Abbott;Ensure Plus p 100 ml Abbott;2964
Clinical formulas;Preparaten;Pd Ensure TwoCal p 100 ml Abbott;Ensure TwoCal p 100 ml Abbott;2965
Clinical formulas;Preparaten;Pd FortiCare p 100 ml;FortiCare p 100 ml Nutricia;2124
Clinical formulas;Preparaten;Pd Fortini Multi Fibre p 100 ml;Fortini Multi Fibre p 100 ml Nutricia;2119
Clinical formulas;Preparaten;Pd Glucerna SR p 100 ml Abbott;Glucerna SR p 100 ml Abbott;2966
Clinical formulas;Preparaten;Pd Nutridrink Compact p 100 ml Nutricia;Nutridrink Compact p 100 ml Nutricia;2981
Clinical formulas;Preparaten;Pd Nutridrink Creme p 100 ml;Nutridrink Creme p 100 ml Nutricia;1388
Clinical formulas;Preparaten;Pd Nutridrink juice style p 100ml;Nutridrink Juice Style p 100 ml Nutricia;1703
Clinical formulas;Preparaten;Pd Nutridrink Multi Fibre per 100 ml;Nutridrink Multi Fibre p 100 ml Nutricia;1702
Clinical formulas;Preparaten;Pd Nutridrink Protein p 100 ml;Nutridrink Protein p 100 ml Nutricia;1048
Clinical formulas;Preparaten;Pd Nutridrink Yoghurt Style p 100 ml;Nutridrink Yoghurt Style p 100 ml Nutricia;1685
Clinical formulas;Preparaten;Pd ProSure p 100 ml Abbott;ProSure p 100 ml Abbott;2979
Clinical formulas;Preparaten;Pd Renilon 7.5 p 100 ml;Renilon 7.5 p 100 ml Nutricia;2123
Clinical formulas;Preparaten;Pd Renilon Powder p 100 ml;Renilon Powder p 100 ml Nutricia;2121
Clinical formulas;Preparaten;Pd Resource Citrotene powder;Resource Citrotene poeder Novartis;1052
Clinical formulas;Preparaten;Pd Resource Meritene powder;Resource Meritene poeder Novartis;1050
Clinical formulas;Preparaten;Pd Scandishake Mix powder;Scandishake Mix poeder Nutricia;2120
Clinical formulas;Preparaten;Pef Fortify Complete p 100 ml Nutricia;Fortify Complete p 100 ml Nutricia;3006
Clinical formulas;Preparaten;Pef Fortify Complete powder;Fortify Complete poeder Nutricia;1704
Clinical formulas;Preparaten;Pef Fortini p 100 ml;Fortini p 100 ml Nutricia;2118
Clinical formulas;Preparaten;Pef imm modul Impact per 100 ml;Impact p 100 ml Novartis;1796
Clinical formulas;Preparaten;Pef Isosource Energy Fibre p 100 ml;Isosource Energy Fibre p 100 ml Novartis;2191
Clinical formulas;Preparaten;Pef Isosource energy per 100 ml;Isosource energy p 100 ml Novartis;2020
Clinical formulas;Preparaten;Pef Isosource fibre per 100 ml;Isosource Fibre p 100 ml Novartis;1795
Clinical formulas;Preparaten;Pef Isosource Junior per 100 ml;Isosource Junior p 100 ml Novartis;1794
Clinical formulas;Preparaten;Pef Isosource MCT powder;Isosource MCT poeder Novartis;1250
Clinical formulas;Preparaten;Pef Isosource Protein Fibre p 100 ml;Isosource Protein Fibre p 100 ml Novartis;2192
Clinical formulas;Preparaten;Pef Isosource protein per 100 ml;Isosource protein p 100 ml Novartis;2021
Clinical formulas;Preparaten;Pef Isosource Standard per 100 ml;Isosource Standard p 100 ml Novartis;1291
Clinical formulas;Preparaten;Pef Novasource GI control per 100 ml;Novasource GI control p 100 ml Novartis;2019
Clinical formulas;Preparaten;Pef Novasource Start p 100 ml;Novasource Start p 100 ml Novartis;2193
Clinical formulas;Preparaten;Pef Nutrini Energy Multi Fibre p 100 ml;Nutrini Energy Multi Fibre p 100 ml Nutricia;2128
Clinical formulas;Preparaten;Pef Nutrini Energy p 100 ml;Nutrini Energy p 100 ml Nutricia;2126
Clinical formulas;Preparaten;Pef Nutrini Multi Fibre p 100 ml;Nutrini Multi Fibre p 100 ml Nutricia;2127
Clinical formulas;Preparaten;Pef Nutrini p 100 ml;Nutrini p 100 ml Nutricia;2125
Clinical formulas;Preparaten;Pef NutriniMax En Multi Fibre p 100 ml;NutriniMax Energy Multi Fibre p 100 ml Nutricia;2116
Clinical formulas;Preparaten;Pef NutriniMax Energy p 100 ml;NutriniMax Energy p 100 ml Nutricia;2217
Clinical formulas;Preparaten;Pef NutriniMax Multi Fibre p 100 ml;NutriniMax Multi Fibre p 100 ml Nutricia;2117
Clinical formulas;Preparaten;Pef NutriniMax p 100 ml;NutriniMax p 100 ml Nutricia;2114
Clinical formulas;Preparaten;Pef Nutrison 1000 complete MF;Nutrison 1000 complete MF p 100 ml Nutricia;2988
Clinical formulas;Preparaten;Pef Nutrison 1200 complete MF p 100 ml;Nutrison 1200 complete MF p 100 ml Nutricia;2989
Clinical formulas;Preparaten;Pef Nutrison Advanced Cubison p 100 ml;Nutrison Advanced Cubison p 100 ml Nutricia;2987
Clinical formulas;Preparaten;Pef Nutrison Advanced Protison p 100 ml;Nutrison Advanced Protison p 100 ml Nutricia;2986
Clinical formulas;Preparaten;Pef Nutrison concentrated p 100 ml;Nutrison Concentrated p 100 ml Nutricia;1689
Clinical formulas;Preparaten;Pef Nutrison Energy Multi Fibre;Nutrison Energy Multi Fibre p 100 ml Nutricia;2131
Clinical formulas;Preparaten;Pef Nutrison Energy p 100 ml;Nutrison Energy p 100 ml Nutricia;1029
Clinical formulas;Preparaten;Pef Nutrison Low Energy Multi Fibre;Nutrison Low Energy Multi Fibre p100ml Nutricia;1993
